time,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure,cloud_cover,precipitation,us_aqi,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,month,hour
2025-08-03 10:00:00,35.2,53,12.7,984.7,0,0.0,147,30.6,78.5,268.0,3.5,7.4,104.0,88.0,8,10
2025-08-03 11:00:00,36.4,49,14.2,984.6,0,0.0,146,33.2,92.4,244.0,2.3,7.8,115.0,112.0,8,11
2025-08-03 12:00:00,37.3,47,16.0,984.2,0,0.0,145,34.5,99.2,225.0,1.7,7.0,118.0,126.0,8,12
2025-08-03 13:00:00,38.1,44,15.9,983.4,0,0.0,144,34.5,103.1,208.0,1.5,5.5,116.0,134.0,8,13
2025-08-03 14:00:00,38.6,42,16.3,982.8,0,0.0,143,33.9,104.8,199.0,1.6,4.2,113.0,138.0,8,14
2025-08-03 15:00:00,38.6,41,16.2,982.1,2,0.0,142,33.1,102.7,202.0,1.6,3.3,110.0,138.0,8,15
2025-08-03 16:00:00,38.2,41,15.9,981.5,3,0.0,141,32.6,100.6,213.0,1.9,2.5,107.0,133.0,8,16
2025-08-03 17:00:00,37.7,42,16.6,981.2,3,0.0,139,29.0,81.7,225.0,3.9,2.4,97.0,103.0,8,17
2025-08-03 18:00:00,36.9,42,15.4,982.0,1,0.0,138,33.1,80.1,238.0,8.4,2.9,86.0,93.0,8,18
2025-08-03 19:00:00,35.9,47,12.8,982.1,0,0.0,136,40.3,80.8,251.0,14.6,3.5,70.0,80.0,8,19
2025-08-03 20:00:00,34.9,51,11.7,982.7,0,0.0,135,44.7,80.8,262.0,19.1,4.1,58.0,69.0,8,20
2025-08-03 21:00:00,34.1,54,13.8,983.3,0,0.0,133,46.4,81.0,269.0,20.3,4.6,52.0,62.0,8,21
2025-08-03 22:00:00,33.8,54,13.1,983.6,0,0.0,130,47.0,79.9,273.0,19.7,4.9,49.0,57.0,8,22
2025-08-03 23:00:00,33.7,53,12.1,983.7,0,0.0,127,44.9,74.3,269.0,18.4,5.1,47.0,55.0,8,23
2025-08-04 00:00:00,33.4,53,14.0,983.7,0,0.0,122,41.0,67.8,249.0,16.6,4.9,45.0,57.0,8,0
2025-08-04 01:00:00,32.7,55,15.0,983.5,0,0.0,116,38.2,65.4,221.0,14.2,4.5,45.0,61.0,8,1
2025-08-04 02:00:00,32.1,57,14.6,983.5,0,0.0,111,35.7,67.8,201.0,11.8,4.1,47.0,61.0,8,2
2025-08-04 03:00:00,31.7,58,14.8,983.1,0,0.0,105,32.1,63.3,197.0,9.4,3.9,53.0,52.0,8,3
2025-08-04 04:00:00,31.5,57,15.2,983.2,0,0.0,101,27.0,46.8,203.0,7.0,3.8,60.0,40.0,8,4
2025-08-04 05:00:00,31.2,59,15.2,983.4,0,0.0,98,24.0,40.5,213.0,5.4,3.8,67.0,32.0,8,5
2025-08-04 06:00:00,31.6,62,15.9,983.5,0,0.0,98,23.3,42.8,231.0,5.2,3.9,70.0,32.0,8,6
2025-08-04 07:00:00,31.8,61,15.5,984.0,6,0.0,98,24.4,46.1,255.0,5.8,4.1,72.0,38.0,8,7
2025-08-04 08:00:00,32.5,60,18.8,984.2,64,0.0,97,25.4,51.2,268.0,5.9,4.4,76.0,49.0,8,8
2025-08-04 09:00:00,33.7,56,17.3,984.5,10,0.0,97,26.3,58.9,263.0,4.9,5.0,87.0,69.0,8,9
2025-08-04 10:00:00,35.2,51,17.1,984.8,41,0.0,97,28.9,72.4,247.0,3.4,5.8,100.0,95.0,8,10
2025-08-04 11:00:00,36.2,49,17.5,984.5,9,0.0,97,32.1,94.3,233.0,2.2,6.2,110.0,119.0,8,11
2025-08-04 12:00:00,37.2,46,18.3,984.0,23,0.0,97,34.9,114.6,224.0,1.7,5.8,113.0,143.0,8,12
2025-08-04 13:00:00,38.0,44,18.4,983.4,60,0.0,97,36.4,125.7,215.0,1.5,5.0,112.0,164.0,8,13
2025-08-04 14:00:00,38.5,42,18.2,982.8,61,0.0,97,36.4,126.2,210.0,1.6,4.3,109.0,175.0,8,14
2025-08-04 15:00:00,38.5,41,18.0,982.1,84,0.0,97,35.0,119.0,208.0,1.7,3.7,106.0,168.0,8,15
2025-08-04 16:00:00,38.2,41,18.4,981.6,71,0.0,97,33.3,109.4,209.0,2.1,3.1,102.0,149.0,8,16
2025-08-04 17:00:00,37.7,42,18.4,981.2,7,0.0,97,32.5,93.4,212.0,4.1,3.2,98.0,119.0,8,17
2025-08-04 18:00:00,37.0,42,17.8,981.9,14,0.0,98,34.1,81.5,220.0,7.1,3.4,89.0,100.0,8,18
2025-08-04 19:00:00,36.0,44,16.1,982.2,22,0.0,98,36.4,72.4,230.0,11.3,3.7,76.0,74.0,8,19
2025-08-04 20:00:00,35.0,47,15.8,982.5,42,0.0,98,36.1,64.0,238.0,14.1,4.0,66.0,53.0,8,20
2025-08-04 21:00:00,34.8,48,16.3,982.9,100,0.0,97,34.3,57.2,244.0,14.4,4.3,61.0,40.0,8,21
2025-08-04 22:00:00,34.8,47,15.5,983.3,100,0.0,96,33.2,51.2,247.0,13.3,4.7,59.0,32.0,8,22
2025-08-04 23:00:00,34.3,48,16.3,983.6,99,0.0,95,29.9,43.9,243.0,11.8,4.9,58.0,27.0,8,23
2025-08-05 00:00:00,33.5,51,16.2,983.4,100,0.0,94,26.7,38.6,225.0,10.1,4.9,58.0,24.0,8,0
2025-08-05 01:00:00,33.0,51,15.2,982.8,97,0.0,92,24.8,37.5,200.0,8.0,4.7,59.0,24.0,8,1
2025-08-05 02:00:00,32.6,51,15.2,982.3,99,0.0,91,23.3,35.9,185.0,6.4,4.5,61.0,25.0,8,2
2025-08-05 03:00:00,32.0,53,15.1,982.4,47,0.0,90,22.0,33.6,189.0,5.6,4.1,65.0,27.0,8,3
2025-08-05 04:00:00,31.5,55,15.4,982.5,62,0.0,90,21.6,35.3,203.0,5.2,3.7,69.0,30.0,8,4
2025-08-05 05:00:00,31.0,57,16.1,983.0,93,0.0,89,20.5,32.4,219.0,4.5,3.3,74.0,23.0,8,5
2025-08-05 06:00:00,31.3,59,16.3,982.6,85,0.0,89,21.4,40.2,237.0,4.8,3.7,73.0,28.0,8,6
2025-08-05 07:00:00,31.4,59,16.2,982.9,4,0.0,89,22.9,44.4,256.0,5.2,4.2,72.0,37.0,8,7
2025-08-05 08:00:00,32.0,57,17.7,983.6,7,0.0,89,23.8,48.7,265.0,5.2,4.7,74.0,48.0,8,8
2025-08-05 09:00:00,33.0,54,17.8,984.1,34,0.0,89,24.9,56.9,255.0,4.4,5.3,82.0,65.0,8,9
2025-08-05 10:00:00,34.2,50,18.6,984.4,39,0.0,88,26.5,67.8,235.0,3.1,5.8,94.0,85.0,8,10
2025-08-05 11:00:00,35.3,47,18.2,984.2,72,0.0,88,28.7,83.1,218.0,2.1,6.0,102.0,103.0,8,11
2025-08-05 12:00:00,36.4,44,18.3,983.8,79,0.0,88,30.4,95.2,208.0,1.6,5.5,105.0,119.0,8,12
2025-08-05 13:00:00,37.2,43,17.9,982.9,75,0.0,88,31.2,100.6,201.0,1.5,4.6,105.0,132.0,8,13
2025-08-05 14:00:00,37.7,41,17.6,982.4,67,0.0,87,31.8,103.6,198.0,1.6,3.8,104.0,140.0,8,14
2025-08-05 15:00:00,37.7,41,17.3,982.1,20,0.0,87,32.1,104.5,200.0,1.7,3.2,102.0,141.0,8,15
2025-08-05 16:00:00,37.4,42,17.4,981.9,41,0.0,87,32.9,106.6,205.0,2.1,2.7,99.0,136.0,8,16
2025-08-05 17:00:00,36.9,42,17.1,981.4,51,0.0,87,34.1,101.0,213.0,3.8,2.8,92.0,131.0,8,17
2025-08-05 18:00:00,36.2,44,16.2,982.2,11,0.0,87,36.4,91.0,221.0,8.3,3.2,81.0,114.0,8,18
2025-08-05 19:00:00,35.4,47,13.7,982.2,3,0.0,87,41.7,83.8,232.0,14.6,3.7,66.0,89.0,8,19
2025-08-05 20:00:00,34.5,51,11.4,982.6,2,0.0,87,45.4,82.0,250.0,18.9,4.2,54.0,70.0,8,20
2025-08-05 21:00:00,34.0,53,12.0,983.0,1,0.0,88,48.4,82.9,289.0,19.9,4.6,48.0,59.0,8,21
2025-08-05 22:00:00,33.8,53,11.6,983.5,0,0.0,89,48.0,78.2,335.0,19.1,4.8,46.0,52.0,8,22
2025-08-05 23:00:00,33.4,55,12.4,983.7,0,0.0,90,41.8,68.7,350.0,17.1,4.8,46.0,51.0,8,23
2025-08-06 00:00:00,32.5,58,13.5,983.9,0,0.0,91,36.8,69.4,302.0,13.5,4.2,50.0,61.0,8,0
2025-08-06 01:00:00,32.2,57,14.4,983.4,0,0.0,92,34.6,79.9,223.0,8.8,3.3,57.0,77.0,8,1
2025-08-06 02:00:00,32.0,56,16.0,983.0,0,0.0,93,31.4,75.4,168.0,5.3,2.7,63.0,85.0,8,2
2025-08-06 03:00:00,31.7,56,17.0,982.9,0,0.0,93,28.1,62.9,164.0,4.3,2.6,67.0,75.0,8,3
2025-08-06 04:00:00,31.2,58,16.7,983.4,0,0.0,94,25.6,53.4,184.0,4.5,2.8,70.0,57.0,8,4
2025-08-06 05:00:00,30.6,60,15.1,984.4,0,0.0,94,22.2,37.1,205.0,4.1,2.8,70.0,27.0,8,5
2025-08-06 06:00:00,30.0,65,15.3,984.2,0,0.0,94,20.6,34.7,223.0,4.4,3.1,67.0,24.0,8,6
2025-08-06 07:00:00,30.1,64,15.3,984.7,0,0.0,94,20.8,32.0,242.0,4.8,3.6,64.0,20.0,8,7
2025-08-06 08:00:00,30.9,61,15.7,984.9,0,0.0,94,20.0,32.4,253.0,4.8,4.0,65.0,23.0,8,8
2025-08-06 09:00:00,32.1,56,13.4,985.7,0,0.0,94,19.9,38.2,249.0,4.1,4.4,74.0,36.0,8,9
2025-08-06 10:00:00,33.4,52,13.8,986.1,0,0.0,94,22.4,50.9,236.0,3.0,4.9,87.0,55.0,8,10
2025-08-06 11:00:00,34.6,48,14.7,985.9,0,0.0,93,25.6,67.1,224.0,2.1,5.0,97.0,77.0,8,11
2025-08-06 12:00:00,35.4,47,14.6,986.0,0,0.0,93,28.2,82.2,214.0,1.7,4.6,101.0,103.0,8,12
2025-08-06 13:00:00,36.0,46,14.8,985.4,0,0.0,93,30.7,97.6,205.0,1.5,3.9,102.0,130.0,8,13
2025-08-06 14:00:00,36.5,44,14.2,984.4,0,0.0,93,32.6,110.4,200.0,1.6,3.3,102.0,150.0,8,14
2025-08-06 15:00:00,36.7,44,14.4,983.9,0,0.0,93,33.5,115.0,201.0,1.4,2.8,102.0,159.0,8,15
2025-08-06 16:00:00,36.6,44,13.9,983.5,1,0.0,93,33.9,115.9,207.0,1.3,2.4,100.0,159.0,8,16
2025-08-06 17:00:00,36.0,46,13.5,983.3,5,0.0,93,28.3,91.5,215.0,3.1,2.2,95.0,123.0,8,17
2025-08-06 18:00:00,35.7,45,13.3,983.8,3,0.0,93,33.3,83.4,226.0,11.1,3.0,82.0,113.0,8,18
2025-08-06 19:00:00,34.7,48,10.7,984.1,1,0.0,92,46.3,91.7,240.0,22.1,4.0,64.0,99.0,8,19
2025-08-06 20:00:00,34.2,51,11.7,984.0,1,0.0,93,59.5,105.7,257.0,31.0,5.0,48.0,88.0,8,20
2025-08-06 21:00:00,33.7,52,9.8,984.5,2,0.0,94,70.5,118.3,283.0,35.3,5.8,38.0,82.0,8,21
2025-08-06 22:00:00,33.2,54,8.3,985.2,1,0.0,95,75.0,120.1,312.0,37.4,6.4,31.0,79.0,8,22
2025-08-06 23:00:00,32.8,56,7.9,985.2,0,0.0,98,80.6,120.1,330.0,38.9,6.8,25.0,75.0,8,23
2025-08-07 00:00:00,32.1,58,9.5,985.0,0,0.0,101,85.4,123.4,330.0,41.2,6.9,20.0,69.0,8,0
2025-08-07 01:00:00,31.4,61,10.0,984.8,0,0.0,106,87.1,122.5,320.0,43.0,6.8,17.0,63.0,8,1
2025-08-07 02:00:00,31.0,62,10.1,984.2,0,0.0,111,82.7,114.1,307.0,42.1,6.5,16.0,58.0,8,2
2025-08-07 03:00:00,30.6,63,10.3,984.0,0,0.0,117,73.1,102.2,288.0,36.4,5.9,19.0,54.0,8,3
2025-08-07 04:00:00,30.3,63,10.7,984.2,0,0.0,121,61.2,89.9,267.0,27.9,5.0,24.0,51.0,8,4
2025-08-07 05:00:00,30.0,62,11.3,984.4,0,0.0,125,49.8,75.0,260.0,20.5,4.5,32.0,47.0,8,5
2025-08-07 06:00:00,30.2,63,11.9,984.1,0,0.0,128,39.9,56.7,284.0,15.5,4.4,42.0,37.0,8,6
2025-08-07 07:00:00,30.8,62,9.5,985.0,0,0.0,130,34.0,44.8,323.0,11.6,4.5,55.0,26.0,8,7
2025-08-07 08:00:00,31.9,59,12.3,985.4,0,0.0,131,29.3,43.8,344.0,8.3,5.0,68.0,28.0,8,8
2025-08-07 09:00:00,33.4,55,11.5,985.9,0,0.0,132,27.4,55.3,329.0,5.7,6.2,84.0,56.0,8,9
2025-08-07 10:00:00,34.8,51,11.8,986.2,0,0.0,133,31.8,80.3,296.0,3.8,7.7,101.0,98.0,8,10
2025-08-07 11:00:00,36.2,47,12.6,985.9,0,0.0,134,36.0,105.0,269.0,2.4,8.5,112.0,132.0,8,11
2025-08-07 12:00:00,37.3,44,13.0,985.6,34,0.0,135,38.9,125.3,256.0,1.6,7.8,115.0,152.0,8,12
2025-08-07 13:00:00,37.8,43,13.8,984.6,26,0.0,136,39.2,130.9,248.0,1.5,6.4,112.0,164.0,8,13
2025-08-07 14:00:00,38.1,42,14.4,983.8,24,0.0,137,37.1,122.5,243.0,1.6,5.2,108.0,166.0,8,14
2025-08-07 15:00:00,38.1,42,14.3,983.1,40,0.0,138,34.6,109.7,240.0,1.8,4.4,105.0,152.0,8,15
2025-08-07 16:00:00,38.0,42,15.3,982.5,13,0.0,138,32.2,97.3,239.0,2.2,3.7,102.0,128.0,8,16
2025-08-07 17:00:00,37.2,44,15.4,982.0,7,0.0,138,26.0,67.3,243.0,3.5,4.5,100.0,79.0,8,17
2025-08-07 18:00:00,36.2,43,15.2,983.0,3,0.0,137,27.7,58.2,252.0,7.7,4.6,89.0,67.0,8,18
2025-08-07 19:00:00,35.3,45,11.3,983.0,4,0.0,137,34.2,56.7,266.0,13.5,4.8,74.0,50.0,8,19
2025-08-07 20:00:00,34.3,50,12.7,982.5,0,0.0,136,36.6,55.4,279.0,17.7,5.0,62.0,37.0,8,20
2025-08-07 21:00:00,33.5,52,8.2,983.5,0,0.0,133,37.3,54.5,294.0,19.1,5.2,56.0,30.0,8,21
2025-08-07 22:00:00,33.0,54,11.8,983.7,0,0.0,130,39.0,53.9,309.0,18.9,5.4,52.0,26.0,8,22
2025-08-07 23:00:00,32.6,54,10.8,984.0,0,0.0,126,38.5,50.8,315.0,18.1,5.5,50.0,23.0,8,23
2025-08-08 00:00:00,32.3,54,10.6,983.8,0,0.0,122,35.2,44.6,304.0,16.9,5.3,48.0,19.0,8,0
2025-08-08 01:00:00,31.8,55,11.0,983.3,0,0.0,116,32.0,39.6,284.0,15.0,5.0,46.0,16.0,8,1
2025-08-08 02:00:00,31.1,58,11.0,982.9,0,0.0,111,29.1,37.0,266.0,13.1,4.7,47.0,15.0,8,2
2025-08-08 03:00:00,30.6,60,11.3,982.7,0,0.0,105,26.5,35.7,251.0,11.0,4.6,50.0,15.0,8,3
2025-08-08 04:00:00,30.2,60,11.5,983.0,0,0.0,100,23.8,32.9,239.0,8.8,4.6,55.0,17.0,8,4
2025-08-08 05:00:00,30.0,59,13.1,983.3,0,0.0,97,25.3,54.6,239.0,7.0,7.8,63.0,56.0,8,5
2025-08-08 06:00:00,30.8,59,12.8,983.0,0,0.0,95,25.6,53.9,262.0,7.0,7.1,64.0,56.0,8,6
2025-08-08 07:00:00,31.1,58,10.5,983.6,0,0.0,94,27.1,55.4,297.0,7.0,6.1,66.0,56.0,8,7
2025-08-08 08:00:00,32.1,56,14.5,984.2,0,0.0,94,28.6,61.5,318.0,6.5,5.5,70.0,62.0,8,8
2025-08-08 09:00:00,33.2,54,15.8,985.0,0,0.0,94,29.7,70.1,310.0,5.2,5.8,80.0,78.0,8,9
2025-08-08 10:00:00,34.4,52,15.8,985.5,0,0.0,94,32.4,82.7,289.0,3.6,6.6,92.0,101.0,8,10
2025-08-08 11:00:00,35.7,48,15.1,985.4,0,0.0,94,34.8,97.3,271.0,2.3,7.1,102.0,120.0,8,11
2025-08-08 12:00:00,36.8,45,15.3,985.4,0,0.0,94,36.3,107.6,263.0,1.7,7.1,106.0,135.0,8,12
2025-08-08 13:00:00,37.8,42,14.6,984.6,0,0.0,93,36.9,114.1,260.0,1.5,6.8,107.0,148.0,8,13
2025-08-08 14:00:00,38.4,41,14.8,984.2,0,0.0,93,36.9,115.7,257.0,1.7,6.4,106.0,153.0,8,14
2025-08-08 15:00:00,38.6,40,14.1,983.7,0,0.0,93,36.0,112.2,254.0,2.0,5.8,105.0,146.0,8,15
2025-08-08 16:00:00,38.5,40,13.7,983.4,0,0.0,93,34.9,106.9,252.0,2.7,5.2,103.0,132.0,8,16
2025-08-08 17:00:00,37.8,42,15.5,983.4,0,0.0,94,31.1,86.6,255.0,4.3,5.6,100.0,107.0,8,17
2025-08-08 18:00:00,37.2,40,14.7,984.2,1,0.0,94,34.7,75.9,263.0,8.5,5.3,89.0,92.0,8,18
2025-08-08 19:00:00,35.8,44,12.5,984.3,0,0.0,95,40.9,73.8,276.0,14.5,4.9,73.0,72.0,8,19
2025-08-08 20:00:00,34.8,49,8.5,985.4,0,0.0,95,47.4,78.7,294.0,21.0,5.1,58.0,59.0,8,20
2025-08-08 21:00:00,34.3,51,8.0,985.9,0,0.0,96,55.4,90.1,328.0,28.5,6.5,47.0,59.0,8,21
2025-08-08 22:00:00,33.9,53,6.7,986.5,0,0.0,97,64.3,101.3,366.0,36.5,8.4,37.0,66.0,8,22
2025-08-08 23:00:00,33.6,53,9.0,986.7,1,0.0,99,83.4,120.6,380.0,41.9,9.5,29.0,70.0,8,23
2025-08-09 00:00:00,32.9,55,9.2,986.5,23,0.0,104,96.6,128.5,345.0,43.9,9.1,23.0,66.0,8,0
2025-08-09 01:00:00,32.0,60,9.2,986.4,15,0.0,110,92.4,121.1,285.0,43.3,7.9,19.0,59.0,8,1
2025-08-09 02:00:00,31.6,61,10.3,986.1,1,0.0,116,83.1,110.8,239.0,39.7,6.7,19.0,51.0,8,2
2025-08-09 03:00:00,31.3,59,11.1,986.3,0,0.0,122,65.9,92.0,223.0,31.1,5.6,27.0,40.0,8,3
2025-08-09 04:00:00,31.0,56,12.6,986.4,1,0.0,126,46.1,64.5,221.0,19.5,4.4,40.0,27.0,8,4
2025-08-09 05:00:00,30.7,57,12.2,987.1,0,0.0,129,25.4,60.3,231.0,7.4,4.1,58.0,67.0,8,5
2025-08-09 06:00:00,30.9,61,10.1,986.9,0,0.0,129,23.2,51.2,262.0,7.2,4.2,61.0,58.0,8,6
2025-08-09 07:00:00,31.4,59,9.0,987.7,0,0.0,128,24.2,49.5,305.0,6.8,4.5,66.0,47.0,8,7
2025-08-09 08:00:00,32.4,57,12.5,988.3,0,0.0,128,24.4,50.4,330.0,6.2,4.9,73.0,49.0,8,8
2025-08-09 09:00:00,33.7,53,12.9,988.6,0,0.0,128,25.8,62.4,321.0,5.0,5.8,84.0,75.0,8,9
2025-08-09 10:00:00,35.2,49,12.4,988.8,0,0.0,127,30.5,88.2,293.0,3.5,6.9,98.0,115.0,8,10
2025-08-09 11:00:00,36.7,44,11.3,988.8,0,0.0,127,34.6,111.8,269.0,2.4,7.6,109.0,148.0,8,11
2025-08-09 12:00:00,38.1,40,10.1,988.3,7,0.0,127,37.3,126.2,253.0,1.9,7.6,115.0,169.0,8,12
